ID	RPM	RPM
EfM3.042520	10.0611903303	33.0300077621
EfM3.050625	15.0917854954	49.5450116431
EfM3.051050	5.03059516514	16.515003881
EfM3.051990	5.03059516514	16.515003881
EfM3.053080	5.03059516514	16.515003881
EfM3.053600	5.03059516514	16.515003881
EfM3.060150	10.0611903303	33.0300077621
EfM3.061430	5.03059516514	16.515003881
EfM3.062580	10.0611903303	33.0300077621
EfM3.063760	5.03059516514	16.515003881
EfM3.064600	5.03059516514	16.515003881
EfM3.071790	5.03059516514	16.515003881
EfM3.071990	5.03059516514	16.515003881
EfM3.076920	20.1223806606	66.0600155241
EfM3.080990	5.03059516514	16.515003881
EfM3.015730	108.386459467	33.0300077621
EfM3.032400	108.386459467	33.0300077621
EfM3.005080	53.964566317	16.515003881
EfM3.014650	53.964566317	16.515003881
EfM3.018380	53.964566317	16.515003881
EfM3.021230	53.964566317	16.515003881
EfM3.024170	107.929132634	33.0300077621
EfM3.034320	215.858265268	66.0600155241
EfM3.056550	53.964566317	16.515003881
EfM3.067400	107.929132634	33.0300077621
EfM3.080610	53.964566317	16.515003881
EfM3.080660	53.964566317	16.515003881
EfM3.081090	161.893698951	49.5450116431
EfM3.031850	215.400938435	66.0600155241
EfM3.043720	161.436372118	49.5450116431
EfM3.016120	107.471805801	33.0300077621
EfM3.025710	107.471805801	33.0300077621
EfM3.055000	107.471805801	33.0300077621
EfM3.057280	107.471805801	33.0300077621
EfM3.069460	107.471805801	33.0300077621
EfM3.025010	160.979045285	49.5450116431
EfM3.015590	214.028957935	66.0600155241
EfM3.049150	53.5072394838	16.515003881
EfM3.055160	53.5072394838	16.515003881
EfM3.055530	53.5072394838	16.515003881
EfM3.071040	53.5072394838	16.515003881
EfM3.077820	107.014478968	33.0300077621
EfM3.080300	53.5072394838	16.515003881
EfM3.004850	160.521718451	49.5450116431
EfM3.007640	160.064391618	49.5450116431
EfM3.035640	106.557152134	33.0300077621
EfM3.038890	106.557152134	33.0300077621
EfM3.079760	106.557152134	33.0300077621
EfM3.053200	159.607064785	49.5450116431
EfM3.041410	212.656977435	66.0600155241
EfM3.017410	53.0499126506	16.515003881
EfM3.020530	53.0499126506	16.515003881
EfM3.035380	53.0499126506	16.515003881
EfM3.045030	53.0499126506	16.515003881
EfM3.047520	53.0499126506	16.515003881
EfM3.060690	106.099825301	33.0300077621
EfM3.066780	53.0499126506	16.515003881
EfM3.071300	53.0499126506	16.515003881
EfM3.080120	53.0499126506	16.515003881
EfM3.080810	53.0499126506	16.515003881
EfM3.071620	20.5797074938	66.0600155241
EfM3.024900	158.692411119	49.5450116431
EfM3.029960	158.692411119	49.5450116431
EfM3.009150	105.642498468	33.0300077621
EfM3.022180	105.642498468	33.0300077621
EfM3.029350	105.642498468	33.0300077621
EfM3.060080	105.642498468	33.0300077621
EfM3.024620	158.235084285	49.5450116431
EfM3.021010	210.827670103	66.0600155241
EfM3.014060	105.185171635	33.0300077621
EfM3.025560	157.777757452	49.5450116431
EfM3.029570	52.5925858174	16.515003881
EfM3.032610	105.185171635	33.0300077621
EfM3.034120	52.5925858174	16.515003881
EfM3.035720	52.5925858174	16.515003881
EfM3.042530	52.5925858174	16.515003881
EfM3.046560	52.5925858174	16.515003881
EfM3.047410	105.185171635	33.0300077621
EfM3.054250	52.5925858174	16.515003881
EfM3.067460	52.5925858174	16.515003881
EfM3.068190	52.5925858174	16.515003881
EfM3.053740	209.455689603	66.0600155241
EfM3.055930	156.863103786	49.5450116431
EfM3.007380	52.1352589842	16.515003881
EfM3.011320	104.270517968	33.0300077621
EfM3.046830	52.1352589842	16.515003881
EfM3.054130	52.1352589842	16.515003881
EfM3.061040	52.1352589842	16.515003881
EfM3.061830	104.270517968	33.0300077621
EfM3.064500	208.541035937	66.0600155241
EfM3.069150	52.1352589842	16.515003881
EfM3.077760	104.270517968	33.0300077621
EfM3.068830	103.813191135	33.0300077621
EfM3.069210	103.813191135	33.0300077621
EfM3.076520	103.813191135	33.0300077621
EfM3.040620	10.5185171635	33.0300077621
EfM3.043650	155.491123286	49.5450116431
EfM3.076770	155.491123286	49.5450116431
EfM3.044530	207.169055437	66.0600155241
EfM3.006590	51.677932151	16.515003881
EfM3.009670	51.677932151	16.515003881
EfM3.018690	51.677932151	16.515003881
EfM3.020590	103.355864302	33.0300077621
EfM3.029920	51.677932151	16.515003881
EfM3.029990	51.677932151	16.515003881
EfM3.031610	103.355864302	33.0300077621
EfM3.034950	51.677932151	16.515003881
EfM3.037870	51.677932151	16.515003881
EfM3.044960	51.677932151	16.515003881
EfM3.046190	206.711728604	66.0600155241
EfM3.075310	51.677932151	16.515003881
EfM3.030210	154.57646962	49.5450116431
EfM3.067610	154.57646962	49.5450116431
EfM3.080270	154.57646962	49.5450116431
EfM3.031190	102.898537469	33.0300077621
EfM3.069570	102.898537469	33.0300077621
EfM3.073230	26.5249563253	82.5750194051
EfM3.028930	154.119142787	49.5450116431
EfM3.007870	51.2206053178	16.515003881
EfM3.060140	102.441210636	33.0300077621
EfM3.067700	51.2206053178	16.515003881
EfM3.081240	51.2206053178	16.515003881
EfM3.054020	16.0064391618	49.5450116431
EfM3.010090	101.983883802	33.0300077621
EfM3.038930	101.983883802	33.0300077621
EfM3.071000	101.983883802	33.0300077621
EfM3.004740	152.747162287	49.5450116431
EfM3.031950	152.289835454	49.5450116431
EfM3.012750	50.7632784846	16.515003881
EfM3.013250	101.526556969	33.0300077621
EfM3.022250	101.526556969	33.0300077621
EfM3.025090	50.7632784846	16.515003881
EfM3.025140	50.7632784846	16.515003881
EfM3.026300	101.526556969	33.0300077621
EfM3.044490	50.7632784846	16.515003881
EfM3.044970	50.7632784846	16.515003881
EfM3.049700	50.7632784846	16.515003881
EfM3.054680	50.7632784846	16.515003881
EfM3.060280	50.7632784846	16.515003881
EfM3.065440	50.7632784846	16.515003881
EfM3.070660	50.7632784846	16.515003881
EfM3.074260	50.7632784846	16.515003881
EfM3.076840	50.7632784846	16.515003881
EfM3.026960	202.595787105	66.0600155241
EfM3.056620	202.595787105	66.0600155241
EfM3.057000	202.595787105	66.0600155241
EfM3.041120	151.832508621	49.5450116431
EfM3.052960	151.832508621	49.5450116431
EfM3.055870	151.832508621	49.5450116431
EfM3.059030	151.832508621	49.5450116431
EfM3.082450	151.375181787	49.5450116431
EfM3.000590	50.3059516514	16.515003881
EfM3.000780	100.611903303	33.0300077621
EfM3.005640	201.223806606	66.0600155241
EfM3.012900	50.3059516514	16.515003881
EfM3.016010	100.611903303	33.0300077621
EfM3.017870	50.3059516514	16.515003881
EfM3.037120	100.611903303	33.0300077621
EfM3.038420	100.611903303	33.0300077621
EfM3.043070	50.3059516514	16.515003881
EfM3.048110	50.3059516514	16.515003881
EfM3.055240	100.611903303	33.0300077621
EfM3.058660	50.3059516514	16.515003881
EfM3.076710	50.3059516514	16.515003881
EfM3.076800	50.3059516514	16.515003881
EfM3.037390	251.072431424	82.5750194051
EfM3.006540	100.15457647	33.0300077621
EfM3.010330	150.003201288	49.5450116431
EfM3.044440	150.003201288	49.5450116431
EfM3.069170	150.003201288	49.5450116431
EfM3.001030	149.545874455	49.5450116431
EfM3.006760	49.8486248182	16.515003881
EfM3.014230	99.6972496364	33.0300077621
EfM3.015950	49.8486248182	16.515003881
EfM3.022440	49.8486248182	16.515003881
EfM3.027220	49.8486248182	16.515003881
EfM3.039900	49.8486248182	16.515003881
EfM3.056330	49.8486248182	16.515003881
EfM3.067630	49.8486248182	16.515003881
EfM3.071760	49.8486248182	16.515003881
EfM3.078460	49.8486248182	16.515003881
EfM3.082670	199.394499273	66.0600155241
EfM3.021550	27.4396099917	82.5750194051
EfM3.041830	49.391297985	148.635034929
EfM3.024830	5.48792199834	16.515003881
EfM3.031360	5.48792199834	16.515003881
EfM3.037500	10.9758439967	33.0300077621
EfM3.045350	10.9758439967	33.0300077621
EfM3.053630	10.9758439967	33.0300077621
EfM3.062280	10.9758439967	33.0300077621
EfM3.066680	5.48792199834	16.515003881
EfM3.070520	10.9758439967	33.0300077621
EfM3.073370	5.48792199834	16.515003881
EfM3.082010	10.9758439967	33.0300077621
EfM3.034460	149.088547621	49.5450116431
EfM3.005550	99.2399228032	33.0300077621
EfM3.013370	99.2399228032	33.0300077621
EfM3.021060	198.479845606	66.0600155241
EfM3.003700	49.391297985	16.515003881
EfM3.008150	98.78259597	33.0300077621
EfM3.016960	98.78259597	33.0300077621
EfM3.023660	49.391297985	16.515003881
EfM3.025920	49.391297985	16.515003881
EfM3.029880	49.391297985	16.515003881
EfM3.043540	98.78259597	33.0300077621
EfM3.047510	49.391297985	16.515003881
EfM3.056340	49.391297985	16.515003881
EfM3.058310	98.78259597	33.0300077621
EfM3.060500	49.391297985	16.515003881
EfM3.064950	49.391297985	16.515003881
EfM3.071050	197.56519194	66.0600155241
EfM3.008660	98.3252691368	33.0300077621
EfM3.015700	98.3252691368	33.0300077621
EfM3.009900	147.259240289	49.5450116431
EfM3.040560	147.259240289	49.5450116431
EfM3.002450	97.8679423036	33.0300077621
EfM3.017950	48.9339711518	16.515003881
EfM3.033630	97.8679423036	33.0300077621
EfM3.036970	48.9339711518	16.515003881
EfM3.038020	48.9339711518	16.515003881
EfM3.041260	48.9339711518	16.515003881
EfM3.048950	48.9339711518	16.515003881
EfM3.054200	48.9339711518	16.515003881
EfM3.056440	48.9339711518	16.515003881
EfM3.066970	48.9339711518	16.515003881
EfM3.068270	48.9339711518	16.515003881
EfM3.069160	48.9339711518	16.515003881
EfM3.080730	97.8679423036	33.0300077621
EfM3.042250	244.669855759	82.5750194051
EfM3.073890	243.755202093	82.5750194051
EfM3.008850	97.4106154705	33.0300077621
EfM3.010400	97.4106154705	33.0300077621
EfM3.029710	97.4106154705	33.0300077621
EfM3.063710	97.4106154705	33.0300077621
EfM3.079150	97.4106154705	33.0300077621
EfM3.026450	145.887259789	49.5450116431
EfM3.074990	194.363904108	66.0600155241
EfM3.006430	48.4766443186	16.515003881
EfM3.007670	48.4766443186	16.515003881
EfM3.015400	48.4766443186	16.515003881
EfM3.015410	48.4766443186	16.515003881
EfM3.015760	96.9532886373	33.0300077621
EfM3.015970	145.429932956	49.5450116431
EfM3.026360	48.4766443186	16.515003881
EfM3.032770	48.4766443186	16.515003881
EfM3.036510	48.4766443186	16.515003881
EfM3.041530	48.4766443186	16.515003881
EfM3.059990	48.4766443186	16.515003881
EfM3.071520	48.4766443186	16.515003881
EfM3.075330	48.4766443186	16.515003881
EfM3.056400	33.8421856564	99.0900232862
EfM3.060950	144.972606123	49.5450116431
EfM3.013410	96.4959618041	33.0300077621
EfM3.021290	96.4959618041	33.0300077621
EfM3.038470	96.4959618041	33.0300077621
EfM3.049980	96.4959618041	33.0300077621
EfM3.061950	96.4959618041	33.0300077621
EfM3.031110	144.515279289	49.5450116431
EfM3.009250	240.096587427	82.5750194051
EfM3.001630	48.0193174854	16.515003881
EfM3.004070	48.0193174854	16.515003881
EfM3.005000	96.0386349709	33.0300077621
EfM3.011620	96.0386349709	33.0300077621
EfM3.029490	48.0193174854	16.515003881
EfM3.029510	96.0386349709	33.0300077621
EfM3.038450	48.0193174854	16.515003881
EfM3.046920	96.0386349709	33.0300077621
EfM3.053990	48.0193174854	16.515003881
EfM3.080170	48.0193174854	16.515003881
EfM3.033550	191.619943109	66.0600155241
EfM3.075170	191.619943109	66.0600155241
EfM3.030420	95.5813081377	33.0300077621
EfM3.048060	95.5813081377	33.0300077621
EfM3.070710	95.5813081377	33.0300077621
EfM3.034530	238.724606928	82.5750194051
EfM3.032910	22.8663416597	66.0600155241
EfM3.034330	11.4331708299	33.0300077621
EfM3.052490	11.4331708299	33.0300077621
EfM3.000080	47.5619906522	16.515003881
EfM3.003550	47.5619906522	16.515003881
EfM3.009770	47.5619906522	16.515003881
EfM3.014640	47.5619906522	16.515003881
EfM3.018940	47.5619906522	16.515003881
EfM3.034450	47.5619906522	16.515003881
EfM3.037910	47.5619906522	16.515003881
EfM3.040170	47.5619906522	16.515003881
EfM3.040930	47.5619906522	16.515003881
EfM3.047500	95.1239813045	33.0300077621
EfM3.050140	47.5619906522	16.515003881
EfM3.053620	47.5619906522	16.515003881
EfM3.062590	47.5619906522	16.515003881
EfM3.067620	95.1239813045	33.0300077621
EfM3.073390	47.5619906522	16.515003881
EfM3.074420	47.5619906522	16.515003881
EfM3.076860	47.5619906522	16.515003881
EfM3.012070	142.685971957	49.5450116431
EfM3.034700	142.685971957	49.5450116431
EfM3.022280	94.6666544713	33.0300077621
EfM3.076170	94.6666544713	33.0300077621
EfM3.082310	94.6666544713	33.0300077621
EfM3.016490	141.77131829	49.5450116431
EfM3.081580	141.77131829	49.5450116431
EfM3.003650	47.104663819	16.515003881
EfM3.015070	47.104663819	16.515003881
EfM3.028960	47.104663819	16.515003881
EfM3.031650	47.104663819	16.515003881
EfM3.049510	47.104663819	16.515003881
EfM3.052690	47.104663819	16.515003881
EfM3.059080	47.104663819	16.515003881
EfM3.006580	17.3784196614	49.5450116431
EfM3.031300	17.3784196614	49.5450116431
EfM3.046210	17.3784196614	49.5450116431
EfM3.060270	17.3784196614	49.5450116431
EfM3.030490	140.856664624	49.5450116431
EfM3.009560	93.7520008049	33.0300077621
EfM3.011420	93.7520008049	33.0300077621
EfM3.019910	93.7520008049	33.0300077621
EfM3.044210	93.7520008049	33.0300077621
EfM3.067390	93.7520008049	33.0300077621
EfM3.068240	93.7520008049	33.0300077621
EfM3.010490	280.798675581	99.0900232862
EfM3.059180	140.399337791	49.5450116431
EfM3.054340	233.694011762	82.5750194051
EfM3.004400	46.6473369859	16.515003881
EfM3.011480	46.6473369859	16.515003881
EfM3.013540	46.6473369859	16.515003881
EfM3.020210	46.6473369859	16.515003881
EfM3.021700	46.6473369859	16.515003881
EfM3.032590	46.6473369859	16.515003881
EfM3.044800	93.2946739717	33.0300077621
EfM3.063470	46.6473369859	16.515003881
EfM3.066310	46.6473369859	16.515003881
EfM3.077950	46.6473369859	16.515003881
EfM3.079960	46.6473369859	16.515003881
EfM3.080350	46.6473369859	16.515003881
EfM3.012170	139.942010958	49.5450116431
EfM3.025130	139.942010958	49.5450116431
EfM3.045480	139.942010958	49.5450116431
EfM3.006460	279.426695082	99.0900232862
EfM3.070910	232.779358096	82.5750194051
EfM3.072430	186.13202111	66.0600155241
EfM3.030120	92.8373471385	33.0300077621
EfM3.031100	185.674694277	66.0600155241
EfM3.038275	92.8373471385	33.0300077621
EfM3.060000	92.8373471385	33.0300077621
EfM3.029170	139.027357291	49.5450116431
EfM3.020800	185.217367444	66.0600155241
EfM3.011540	46.1900101527	16.515003881
EfM3.027820	46.1900101527	16.515003881
EfM3.028120	46.1900101527	16.515003881
EfM3.043320	184.760040611	66.0600155241
EfM3.054210	46.1900101527	16.515003881
EfM3.058100	46.1900101527	16.515003881
EfM3.078400	92.3800203053	33.0300077621
EfM3.033660	138.570030458	49.5450116431
EfM3.058010	138.570030458	49.5450116431
EfM3.061810	138.570030458	49.5450116431
EfM3.034800	138.112703625	49.5450116431
EfM3.071320	138.112703625	49.5450116431
EfM3.036520	230.035397097	82.5750194051
EfM3.002110	183.845386944	66.0600155241
EfM3.073170	91.9226934721	33.0300077621
EfM3.074730	91.9226934721	33.0300077621
EfM3.062940	275.310753583	99.0900232862
EfM3.007620	23.7809953261	66.0600155241
EfM3.008100	5.94524883153	16.515003881
EfM3.008370	5.94524883153	16.515003881
EfM3.009720	5.94524883153	16.515003881
EfM3.021340	5.94524883153	16.515003881
EfM3.023630	11.8904976631	33.0300077621
EfM3.024370	5.94524883153	16.515003881
EfM3.030460	5.94524883153	16.515003881
EfM3.034930	5.94524883153	16.515003881
EfM3.040180	11.8904976631	33.0300077621
EfM3.042270	5.94524883153	16.515003881
EfM3.050690	35.6714929892	99.0900232862
EfM3.051220	23.7809953261	66.0600155241
EfM3.059290	5.94524883153	16.515003881
EfM3.060790	5.94524883153	16.515003881
EfM3.013480	137.198049958	49.5450116431
EfM3.013350	91.4653666389	33.0300077621
EfM3.014170	182.930733278	66.0600155241
EfM3.017560	45.7326833195	16.515003881
EfM3.024000	91.4653666389	33.0300077621
EfM3.031660	45.7326833195	16.515003881
EfM3.033320	182.930733278	66.0600155241
EfM3.038230	45.7326833195	16.515003881
EfM3.047820	91.4653666389	33.0300077621
EfM3.048030	45.7326833195	16.515003881
EfM3.052600	45.7326833195	16.515003881
EfM3.057680	45.7326833195	16.515003881
EfM3.061390	228.663416597	82.5750194051
EfM3.068280	45.7326833195	16.515003881
EfM3.068950	45.7326833195	16.515003881
EfM3.074330	91.4653666389	33.0300077621
EfM3.078280	45.7326833195	16.515003881
EfM3.015690	136.740723125	49.5450116431
EfM3.023300	136.740723125	49.5450116431
EfM3.072940	136.740723125	49.5450116431
EfM3.018920	91.0080398057	33.0300077621
EfM3.026140	91.0080398057	33.0300077621
EfM3.056760	182.016079611	66.0600155241
EfM3.075200	91.0080398057	33.0300077621
EfM3.079640	91.0080398057	33.0300077621
EfM3.014570	226.834109265	82.5750194051
EfM3.066250	226.834109265	82.5750194051
EfM3.012220	45.2753564863	16.515003881
EfM3.022200	45.2753564863	16.515003881
EfM3.024860	45.2753564863	16.515003881
EfM3.039420	45.2753564863	16.515003881
EfM3.047000	45.2753564863	16.515003881
EfM3.049120	45.2753564863	16.515003881
EfM3.052110	45.2753564863	16.515003881
EfM3.054050	45.2753564863	16.515003881
EfM3.059260	45.2753564863	16.515003881
EfM3.063600	45.2753564863	16.515003881
EfM3.064770	90.5507129725	33.0300077621
EfM3.069040	45.2753564863	16.515003881
EfM3.076280	45.2753564863	16.515003881
EfM3.080580	90.5507129725	33.0300077621
EfM3.080870	45.2753564863	16.515003881
EfM3.024640	270.737485251	99.0900232862
EfM3.006640	225.462128765	82.5750194051
EfM3.027280	90.0933861393	33.0300077621
EfM3.034730	90.0933861393	33.0300077621
EfM3.068320	90.0933861393	33.0300077621
EfM3.082460	90.0933861393	33.0300077621
EfM3.001560	24.2383221593	66.0600155241
EfM3.049800	225.004801932	82.5750194051
EfM3.065970	179.729445445	66.0600155241
EfM3.073780	179.729445445	66.0600155241
EfM3.004300	89.6360593061	33.0300077621
EfM3.007510	89.6360593061	33.0300077621
EfM3.021110	44.8180296531	16.515003881
EfM3.042330	44.8180296531	16.515003881
EfM3.043270	44.8180296531	16.515003881
EfM3.045520	44.8180296531	16.515003881
EfM3.046600	44.8180296531	16.515003881
EfM3.056930	44.8180296531	16.515003881
EfM3.057990	44.8180296531	16.515003881
EfM3.076890	44.8180296531	16.515003881
EfM3.080240	44.8180296531	16.515003881
EfM3.019400	134.454088959	49.5450116431
EfM3.030960	134.454088959	49.5450116431
EfM3.080850	134.454088959	49.5450116431
EfM3.033130	178.814791779	66.0600155241
EfM3.028200	133.996762126	49.5450116431
EfM3.057540	223.175494599	82.5750194051
EfM3.017340	89.1787324729	33.0300077621
EfM3.018510	88.7214056398	33.0300077621
EfM3.036790	44.3607028199	16.515003881
EfM3.041900	44.3607028199	16.515003881
EfM3.043860	44.3607028199	16.515003881
EfM3.044760	44.3607028199	16.515003881
EfM3.049690	44.3607028199	16.515003881
EfM3.063300	88.7214056398	33.0300077621
EfM3.071940	88.7214056398	33.0300077621
EfM3.075720	133.08210846	49.5450116431
EfM3.006890	265.706890086	99.0900232862
EfM3.032430	132.624781626	49.5450116431
EfM3.075080	132.624781626	49.5450116431
EfM3.077290	132.624781626	49.5450116431
EfM3.012440	12.3478244963	33.0300077621
EfM3.031060	12.3478244963	33.0300077621
EfM3.044090	12.3478244963	33.0300077621
EfM3.052780	12.3478244963	33.0300077621
EfM3.063910	12.3478244963	33.0300077621
EfM3.014830	309.15293924	115.605027167
EfM3.002615	88.2640788066	33.0300077621
EfM3.034520	88.2640788066	33.0300077621
EfM3.024680	132.167454793	49.5450116431
EfM3.036160	132.167454793	49.5450116431
EfM3.067170	132.167454793	49.5450116431
EfM3.076090	176.07083078	66.0600155241
EfM3.040360	307.78095874	115.605027167
EfM3.003830	175.613503947	66.0600155241
EfM3.004790	87.8067519734	33.0300077621
EfM3.010320	87.8067519734	33.0300077621
EfM3.020390	87.8067519734	33.0300077621
EfM3.031020	175.613503947	66.0600155241
EfM3.040160	131.71012796	49.5450116431
EfM3.041960	43.9033759867	16.515003881
EfM3.042260	43.9033759867	16.515003881
EfM3.043040	219.516879933	82.5750194051
EfM3.045020	263.42025592	99.0900232862
EfM3.048960	43.9033759867	16.515003881
EfM3.052460	43.9033759867	16.515003881
EfM3.055750	43.9033759867	16.515003881
EfM3.058040	43.9033759867	16.515003881
EfM3.058350	87.8067519734	33.0300077621
EfM3.058400	87.8067519734	33.0300077621
EfM3.074010	43.9033759867	16.515003881
EfM3.078690	43.9033759867	16.515003881
EfM3.080940	43.9033759867	16.515003881
EfM3.082240	43.9033759867	16.515003881
EfM3.065090	31.0982246572	82.5750194051
EfM3.022980	87.3494251402	33.0300077621
EfM3.040470	174.69885028	66.0600155241
EfM3.041170	87.3494251402	33.0300077621
EfM3.059360	87.3494251402	33.0300077621
EfM3.067510	87.3494251402	33.0300077621
EfM3.052370	18.750400161	49.5450116431
EfM3.058280	18.750400161	49.5450116431
EfM3.035490	305.036997741	115.605027167
EfM3.023010	43.4460491535	16.515003881
EfM3.024160	43.4460491535	16.515003881
EfM3.033290	43.4460491535	16.515003881
EfM3.037990	43.4460491535	16.515003881
EfM3.047690	43.4460491535	16.515003881
EfM3.053210	86.892098307	33.0300077621
EfM3.058910	43.4460491535	16.515003881
EfM3.062610	43.4460491535	16.515003881
EfM3.063260	86.892098307	33.0300077621
EfM3.065450	43.4460491535	16.515003881
EfM3.072600	86.892098307	33.0300077621
EfM3.073870	86.892098307	33.0300077621
EfM3.005060	304.122344074	115.605027167
EfM3.004910	130.33814746	49.5450116431
EfM3.059880	130.33814746	49.5450116431
EfM3.000410	25.1529758257	66.0600155241
EfM3.050280	25.1529758257	66.0600155241
EfM3.065860	216.772918934	82.5750194051
EfM3.032230	303.207690408	115.605027167
EfM3.012930	129.880820627	49.5450116431
EfM3.076445	129.880820627	49.5450116431
EfM3.006160	216.315592101	82.5750194051
EfM3.008280	216.315592101	82.5750194051
EfM3.010370	259.304314421	99.0900232862
EfM3.022700	86.4347714738	33.0300077621
EfM3.036320	86.4347714738	33.0300077621
EfM3.054730	172.869542948	66.0600155241
EfM3.058160	86.4347714738	33.0300077621
EfM3.067910	86.4347714738	33.0300077621
EfM3.072100	86.4347714738	33.0300077621
EfM3.078010	172.412216114	66.0600155241
EfM3.002380	214.943611601	82.5750194051
EfM3.007590	128.966166961	49.5450116431
EfM3.012290	42.9887223203	16.515003881
EfM3.012780	85.9774446406	33.0300077621
EfM3.015890	42.9887223203	16.515003881
EfM3.020100	214.943611601	82.5750194051
EfM3.022570	85.9774446406	33.0300077621
EfM3.024980	42.9887223203	16.515003881
EfM3.037170	42.9887223203	16.515003881
EfM3.052700	42.9887223203	16.515003881
EfM3.056880	42.9887223203	16.515003881
EfM3.068480	42.9887223203	16.515003881
EfM3.069060	42.9887223203	16.515003881
EfM3.073160	42.9887223203	16.515003881
EfM3.075140	42.9887223203	16.515003881
EfM3.076990	42.9887223203	16.515003881
EfM3.026480	300.006402576	115.605027167
EfM3.020240	128.508840128	49.5450116431
EfM3.026880	128.051513294	49.5450116431
EfM3.000610	25.6103026589	66.0600155241
EfM3.002860	32.0128783236	82.5750194051
EfM3.019290	6.40257566472	16.515003881
EfM3.019335	6.40257566472	16.515003881
EfM3.019760	12.8051513294	33.0300077621
EfM3.022710	12.8051513294	33.0300077621
EfM3.023130	12.8051513294	33.0300077621
EfM3.052130	6.40257566472	16.515003881
EfM3.064170	6.40257566472	16.515003881
EfM3.068380	6.40257566472	16.515003881
EfM3.081660	25.6103026589	66.0600155241
EfM3.080180	19.2077269942	49.5450116431
EfM3.002420	42.5313954871	16.515003881
EfM3.004310	85.0627909742	33.0300077621
EfM3.020510	42.5313954871	16.515003881
EfM3.020580	42.5313954871	16.515003881
EfM3.022330	42.5313954871	16.515003881
EfM3.024220	127.594186461	49.5450116431
EfM3.025100	42.5313954871	16.515003881
EfM3.037940	42.5313954871	16.515003881
EfM3.041390	42.5313954871	16.515003881
EfM3.042910	42.5313954871	16.515003881
EfM3.059850	85.0627909742	33.0300077621
EfM3.065370	42.5313954871	16.515003881
EfM3.068890	42.5313954871	16.515003881
EfM3.069660	85.0627909742	33.0300077621
EfM3.081880	42.5313954871	16.515003881
EfM3.000360	297.262441576	115.605027167
EfM3.015570	169.668255115	66.0600155241
EfM3.037290	127.136859628	49.5450116431
EfM3.080740	254.273719256	99.0900232862
EfM3.011600	84.605464141	33.0300077621
EfM3.027580	169.210928282	66.0600155241
EfM3.047450	84.605464141	33.0300077621
EfM3.071960	84.605464141	33.0300077621
EfM3.059060	126.679532795	49.5450116431
EfM3.027670	168.753601449	66.0600155241
EfM3.064530	168.753601449	66.0600155241
EfM3.071810	168.753601449	66.0600155241
EfM3.051820	210.827670103	82.5750194051
EfM3.001370	84.1481373078	33.0300077621
EfM3.009500	42.0740686539	16.515003881
EfM3.013330	42.0740686539	16.515003881
EfM3.016530	84.1481373078	33.0300077621
EfM3.017660	84.1481373078	33.0300077621
EfM3.024570	84.1481373078	33.0300077621
EfM3.026280	42.0740686539	16.515003881
EfM3.042210	42.0740686539	16.515003881
EfM3.044680	42.0740686539	16.515003881
EfM3.046490	42.0740686539	16.515003881
EfM3.049880	84.1481373078	33.0300077621
EfM3.052820	42.0740686539	16.515003881
EfM3.054270	42.0740686539	16.515003881
EfM3.055030	84.1481373078	33.0300077621
EfM3.059280	42.0740686539	16.515003881
EfM3.068820	84.1481373078	33.0300077621
EfM3.069540	125.764879129	49.5450116431
EfM3.058580	209.455689603	82.5750194051
EfM3.042970	26.0676294921	66.0600155241
EfM3.021220	83.6908104746	33.0300077621
EfM3.024690	83.6908104746	33.0300077621
EfM3.002490	125.307552295	49.5450116431
EfM3.016850	166.924294116	66.0600155241
EfM3.035500	124.850225462	49.5450116431
EfM3.008000	41.6167418207	16.515003881
EfM3.008110	41.6167418207	16.515003881
EfM3.010560	83.2334836414	33.0300077621
EfM3.037805	83.2334836414	33.0300077621
EfM3.048600	41.6167418207	16.515003881
EfM3.067220	41.6167418207	16.515003881
EfM3.072700	41.6167418207	16.515003881
EfM3.073200	83.2334836414	33.0300077621
EfM3.078500	41.6167418207	16.515003881
EfM3.079670	41.6167418207	16.515003881
EfM3.080670	41.6167418207	16.515003881
EfM3.009800	39.3301076547	99.0900232862
EfM3.023720	19.6650538274	49.5450116431
EfM3.030040	19.6650538274	49.5450116431
EfM3.031010	207.62638227	82.5750194051
EfM3.014670	166.00964045	66.0600155241
EfM3.018680	165.552313616	66.0600155241
EfM3.026030	82.7761568082	33.0300077621
EfM3.027690	82.7761568082	33.0300077621
EfM3.037700	82.7761568082	33.0300077621
EfM3.046450	165.552313616	66.0600155241
EfM3.047330	82.7761568082	33.0300077621
EfM3.049940	165.552313616	66.0600155241
EfM3.033360	165.094986783	66.0600155241
EfM3.067960	247.413816758	99.0900232862
EfM3.026380	288.573231746	115.605027167
EfM3.007930	82.318829975	33.0300077621
EfM3.012970	82.318829975	33.0300077621
EfM3.017720	41.1594149875	16.515003881
EfM3.023230	41.1594149875	16.515003881
EfM3.033530	41.1594149875	16.515003881
EfM3.051230	41.1594149875	16.515003881
EfM3.057090	123.478244963	49.5450116431
EfM3.074120	41.1594149875	16.515003881
EfM3.076410	41.1594149875	16.515003881
EfM3.076720	123.478244963	49.5450116431
EfM3.007700	26.5249563253	66.0600155241
EfM3.037330	13.2624781626	33.0300077621
EfM3.050390	13.2624781626	33.0300077621
EfM3.073340	13.2624781626	33.0300077621
EfM3.041740	246.499163092	99.0900232862
EfM3.045680	205.339748104	82.5750194051
